gendid	chr	s1	s2
4056	19	39433248	39443223
4057	10	5932309	5979244
4058	1	11708751	11714398
4059	12	117583892	117628262
4060	15	76196305	76225444
4061	7	100184249	100198523
4062	8	363080	418805
4063	19	39516051	39522868
4064	1	224301832	224345449
4065	11	33763454	33796044
4066	6	146121242	146127542
4067	16	87364894	87417351
4068	8	124515613	124553255
4069	14	39868720	39901367
4070	14	55817109	55819245
4071	5	147774340	147821711
4072	17	6683188	6690748
4073	5	41925412	41941384
4074	3	121339423	121345758
4075	1	16577165	16641914
4076	8	101146030	101157364
4077	1	11715893	11721363
4078	3	196295856	196311190
4079	19	46214942	46216754
4080	17	37093428	37119279
4081	2	68691341	68692278
4082	6	153292298	153304095
4083	1	11728716	11733909
4084	22	32870990	32894518
4085	4	175158563	175184244
4086	6	52930588	52962629
4087	5	171295639	171433507
4088	3	48413778	48436125
4089	9	123526837	123550537
4090	9	139835380	139838536
4091	4	153244033	153332956
4092	12	117348843	117465978
4093	19	12800030	12807396
4094	1	207131861	207143471
4095	19	55385746	55401230
4096	1	159272155	159277723
4097	19	7754079	7764647
4098	14	75179901	75201634
4099	19	40354127	40440526
4100	1	161475258	161487939
4101	1	161633032	161647344
4102	1	161512802	161519635
4103	19	50016658	50029377
4104	5	72251924	72383918
4105	5	141021065	141030936
4106	11	72549836	72852923
4107	9	137801644	137809718
4108	9	137772668	137779262
4109	1	27695727	27701310
4110	1	157765889	157789828
4111	1	157716526	157746864
4112	1	157648500	157670280
4113	1	157485392	157522153
4114	1	161677004	161683171
4115	1	161692463	161697453
4116	8	11660342	11696119
4117	1	155279581	155290401
4118	11	110300845	110333193
4119	19	10421162	10426673
4120	11	111745646	111749857
4121	17	72858939	72869070
4122	18	55217944	55253853
4123	15	68570756	68583581
4124	5	114860005	114879191
4125	11	61562834	61563977
4126	5	108133884	108523277
4127	1	1	2
4128	2	97308574	97370430
4129	8	124968239	125132032
4130	7	19184485	19184986
4131	20	6057820	6100202
4132	14	53325095	53417287
4133	11	63974837	63990965
4134	15	91428276	91438789
4135	3	186358250	186370421
4136	2	219846389	219849798
4137	11	125315991	125359674
4138	2	36780306	36825286
4139	7	121942051	121944492
4140	3	62355758	62358544
4141	19	35842455	35843358
4142	19	35940617	35941610
4143	4	155505276	155511840
4144	4	155484171	155491803
4145	9	95738539	95797872
4146	12	32729292	32793468
4147	3	14860579	14974675
4148	12	95475296	95611017
4149	5	141974855	141993693
4150	5	44305097	44388785
4151	17	7342940	7346466
4152	3	191861798	192444983
4153	13	102375181	103054029
4154	8	21900440	21905761
4155	5	170847204	170883810
4156	11	69514030	69518645
4157	4	123747931	123813552
4158	8	16850581	16859542
4159	19	639926	643605
4160	12	4479509	4488749
4161	11	69625073	69633702
4162	11	69588077	69589853
4163	4	81187979	81207827
4164	12	4543381	4554737
4165	10	103530086	103535658
4166	13	22246052	22275575
4167	4	15937551	15938256
4168	4	15964081	15964753
4169	10	93667950	93668727
4170	8	38271146	38318625
4171	6	167412901	167453467
4172	12	27107092	27117667
4173	10	123239095	123353332
4174	4	1795662	1808990
4175	5	176516604	176524678
4176	4	1006274	1019136
4177	4	155525492	155533762
4178	1	59787222	60228257
4179	8	17722101	17743064
4180	7	76825596	76829111
4181	1	27939425	27950428
4182	1	15578281	15723910
4183	4	153864210	153897876
4184	3	59737952	60522696
4185	2	105977740	106002974
4186	1	38463077	38465085
4187	6	97051490	97063649
4188	16	67263539	67281314
4189	18	33877799	34359494
4190	9	133779451	133813995
4191	11	27016074	27016710
4192	11	65651445	65655890
4193	12	108910750	108913253
4194	6	110012639	110146469
4195	2	71004499	71017771
4196	2	164466062	164591438
4197	7	50512961	50514986
4198	6	76018407	76124689
4199	3	99552079	99649865
4200	4	54244006	54325617
4201	7	100883087	100888286
4202	20	42935265	42939789
4203	19	56103816	56109232
4204	11	35640185	35641499
4205	17	39969287	39978661
4206	12	49315767	49319212
4207	7	30054351	30066125
4208	9	115928358	115983524
4209	20	1350673	1373643
4210	11	64009860	64011502
4211	14	45585401	45603660
4212	6	35543612	35610602
4213	7	72742276	72756898
4214	2	179330497	179343227
4215	19	18642979	18652781
4216	7	32997186	33044964
4217	19	47258708	47260196
4218	9	108337314	108402405
4219	1	154956171	154965514
4220	17	17116969	17131452
4221	1	152275176	152287933
4222	1	152323086	152331361
4223	11	128564154	128680884
4224	17	18148452	18162005
4225	3	57994292	58156490
4226	7	128470692	128498578
4227	17	27207579	27224593
4228	11	63883740	63885765
4229	14	86087859	86089842
4230	20	14306203	14308153
4231	13	28877304	29068981
4232	13	28578189	28674648
4233	19	49977897	49983857
4234	5	180030192	180076546
4235	1	213031795	213068633
4236	14	76045316	76112816
4237	16	2979687	2998729
4238	16	2946451	2949151
4239	1	240255410	240637455
4240	17	43299492	43323964
4241	2	153192118	153504420
4242	12	50039598	50100964
4243	1	171227227	171254684
4244	1	171154853	171178093
4245	1	171061800	171086583
4246	1	171288965	171310979
4247	1	146656071	146696622
4248	1	1	2
4249	1	1	2
4250	1	203311471	203317399
4251	2	216226278	216300526
4252	17	80693513	80708632
4253	17	80674632	80685048
4254	9	132652818	132805255
4255	1	93913839	94017974
4256	11	47738974	47788841
4257	6	159590629	159692475
4258	13	49580327	49781532
4259	3	171830270	172115266
4260	2	27715310	27717547
4261	1	33329339	33333975
4262	1	109255556	109284427
4263	17	33448713	33457454
4264	5	130980378	131132615
4265	4	159690365	159825697
4266	8	42911490	42940426
4267	14	65453672	65528031
4268	11	71903218	71907222
4269	11	71929629	71932807
4270	11	71846999	71850876
4271	11	94038803	94040859
4272	14	75745686	75748128
4273	19	45971845	45976271
4274	2	28616588	28635316
4275	14	38060570	38064178
4276	20	22562488	22564917
4277	19	46367715	46376317
4278	15	60297163	60298141
4279	9	79634571	79635870
4280	6	1610681	1612343
4281	16	86600942	86602448
4282	5	72742792	72744188
4283	1	47903808	47905296
4284	1	63788730	63790167
4285	9	100616197	100617319
4286	1	47881988	47882948
4287	16	86544176	86546692
4288	6	1390183	1395095
4289	14	29236486	29237956
4290	8	145699621	145701140
4291	5	169532962	169535616
4292	10	129535538	129537230
4293	2	88747726	88752054
4294	17	74133434	74136477
4295	12	8192429	8205447
4296	1	42645381	42776765
4297	7	4721940	4802096
4298	17	80477765	80559376
4299	16	86612330	86613368
4300	3	138664434	138665565
4301	12	2967804	2983645
4302	17	26850988	26864455
4303	14	89628758	89878821
4304	12	109717476	109746127
4305	13	41133660	41240350
4306	6	108882412	108986059
4307	1	1	2
4308	3	71008398	71247533
4309	7	114066567	114329982
4310	6	41533499	41566675
4311	6	1312940	1314152
4312	11	118842642	118851947
4313	11	126139102	126147585
4314	22	36886055	36902470
4315	20	30432353	30433346
4316	9	130565204	130575884
4317	1	74663963	74671517
4318	19	52249195	52250248
4319	19	52271912	52272968
4320	19	52327002	52328064
4321	4	78979164	79462279
4322	10	99079211	99080051
4323	10	99093628	99094330
4324	9	14737394	14868976
4325	13	39261482	39454925
4326	4	144498764	144621829
4327	6	116263577	116381475
4328	6	168457777	168479775
4329	9	85862833	86153147
4330	10	13693905	14372102
4331	3	69221012	69435141
4332	15	44166083	44487253
4333	14	52156555	52194748
4334	9	37692639	37746767
4335	10	49365365	49482611
4336	1	100174454	100214325
4337	12	69962811	69968736
4338	6	41738357	41744726
4339	13	32605933	32869598
4340	4	48501439	48636428
4341	2	183699576	183731281
4342	14	44973713	44976191
4343	7	5632568	5645106
4344	17	79495558	79504107
4345	7	127233908	127240454
4346	19	4304744	4323641
4347	9	108210502	108308765
4348	15	83428100	83456143
4349	11	30253450	30255348
4350	2	49189872	49381557
4351	15	39893081	40068726
4352	2	186603355	186697954
4353	5	52776622	52781864
4354	3	120115799	120169594
4355	19	676424	681709
4356	5	132534787	132939675
4357	4	162306899	163032549
4358	21	47556901	47575438
4359	11	61732199	61734898
4360	5	121187659	121188388
4361	16	53738097	54145828
4362	7	2274757	2281805
4363	17	61897162	61904263
4364	16	71317511	71319824
4365	6	37403406	37447922
4366	1	78414451	78444689
4367	9	133455068	133512410
4368	1	24172205	24194777
4369	6	143816844	143832772
4370	16	70497094	70513584
4371	15	91418971	91425109
4372	16	31191536	31202760
4373	19	49253441	49254539
4374	8	33230095	33318971
4375	10	75532092	75535444
4376	19	49206214	49207246
4377	19	5843765	5844851
4378	11	94277300	94278893
4379	19	5866612	5867737
4380	19	5831499	5832579
4381	14	66028282	66209129
4382	6	96651032	96652112
4383	19	50310408	50316364
4384	11	6502747	6503452
4385	9	71650699	71714851
4386	3	180630474	180694081
4387	17	7495148	7517851
4388	19	35630984	35633647
4389	11	117691387	117698729
4390	19	35608210	35614362
4391	10	43869195	43871615
4392	19	35646454	35660519
4393	11	117710517	117713492
4394	19	35634238	35644820
4395	5	39107545	39203063
4396	3	45963257	46026403
4397	6	111982942	112041255
4398	3	197476843	197508781
4399	7	90894196	90896140
4400	17	42635057	42636755
4401	8	28360531	28420529
4402	11	86662184	86666128
4403	2	208631706	208633464
4404	8	104312336	104343738
4405	2	202899371	202901096
4406	10	35928273	35930358
4407	7	72848338	72850114
4408	19	3522988	3534835
4409	1	209849030	209849342
4410	5	151166182	151183653
4411	4	76570614	76587210
4412	17	41052894	41063444
4413	2	169757842	169764590
4414	17	42148334	42153412
4415	17	78078386	78093131
4416	4	144258342	144390343
4417	11	77930318	78128767
4418	22	17443623	17489005
4419	12	10365729	10374452
4420	16	75600385	75611268
4421	9	101052866	101471020
4422	21	27113910	27141544
4423	1	1	2
4424	15	50570829	50601996
4425	1	151060666	151090733
4426	5	161277817	161324429
4427	4	46252325	46390724
4428	4	46930242	46995453
4429	15	27114396	27193381
4430	5	161112996	161128780
4431	4	47033669	47428036
4432	5	160721088	160973650
4433	15	26792940	27018872
4434	1	1950863	1961722
4435	4	46043005	46125931
4436	5	161495006	161580375
4437	15	27216683	27778028
4438	5	170215620	170239263
4439	6	89888489	89927042
4440	6	89967389	90024960
4441	3	97705527	97753832
4442	2	171675102	171716393
4443	10	26505739	26589891
4444	1	68151178	68153458
4445	19	2476357	2477600
4446	9	92220037	92220995
4447	19	13065022	13068027
4448	3	30769734	30936107
4449	4	843461	925976
4450	22	30950940	30953380
4451	2	242716371	242743582
4452	11	65809978	65812887
4453	7	99757551	99764719
4454	14	88401076	88459844
4455	1	24122439	24125498
4456	17	73754137	73761218
4457	15	49448194	49620357
4458	2	38893304	38960708
4459	16	88880847	88923286
4460	18	33234627	33289735
4461	5	153570427	153796533
4462	7	151791313	151818763
4463	9	101569981	101611375
4464	2	154801011	155307064
4465	2	31133767	31360953
4466	1	230203028	230415205
4467	12	89916590	89918327
4468	2	158114595	158167861
4469	12	51748163	51773566
4470	4	174089987	174242869
4471	12	4829844	4881764
4472	12	132681652	132905790
4473	14	69727008	69818886
4474	3	16216659	16269008
4475	11	11292691	11643141
4476	7	151664332	151716887
4477	4	172735732	173961252
4478	19	56688478	56696640
4479	18	74962505	74980859
4480	17	74070965	74073513
4481	22	38219414	38221478
4482	9	34646702	34650447
4483	19	1397358	1401476
4484	16	81348719	81411202
4485	15	42566680	42644338
4486	3	115342537	115439730
4487	19	36024430	36036073
4488	5	57790364	57790838
4489	9	128061201	128125026
4490	4	110737321	110745588
4491	9	130027157	130155534
4492	7	30634538	30673477
4493	21	34876431	34911622
4494	9	89560657	89561695
4495	11	22696416	22833563
4496	22	29704096	29708487
4497	17	34071873	34079870
4498	12	100988683	101018669
4499	1	1	2
4500	13	114523837	114566894
4501	17	9820545	10101708
4502	16	90089130	90109754
4503	17	39871689	39872125
4504	3	128199862	128205875
4505	10	8097619	8115987
4506	20	61039892	61050578
4507	18	19751106	19780787
4508	7	92077044	92085877
4509	19	19576155	19616284
4510	1	153782653	153800824
4511	12	120884284	120897763
4512	15	45654307	45670652
4513	7	99821241	99869607
4514	9	35737166	35748702
4515	4	22694639	22820547
4516	7	56032303	56066766
4517	3	81539558	81810669
4518	10	104018696	104142094
4519	9	136028964	136037800
4520	1	89519038	89528918
4521	1	89573858	89587650
4522	1	89473407	89486405
4523	1	89650937	89664518
4524	1	89726387	89735239
4525	1	89834111	89851029
4526	1	89597832	89637619
4527	7	150845676	150864636
4528	2	237074557	237076615
4529	4	72611893	72669664
4530	2	163200759	163216754
4531	22	38203975	38212726
4532	7	127222068	127225237
4533	2	109065731	109124087
4534	19	13002119	13010558
4535	3	111842302	111851968
4536	2	162999874	163005689
4537	17	79766895	79771566
4538	14	55309757	55369382
4539	15	41056379	41059548
4540	7	44184735	44228553
4541	2	27719772	27746307
4542	6	53363554	53409444
4543	1	94354546	94374720
4544	6	52993004	53010431
4545	6	10874228	10882027
4546	9	79117298	79118585
4547	6	10529145	10626841
4548	15	59910438	59911755
4549	5	74324501	74325863
4550	1	1	2
4551	20	55066613	55072665
4552	15	57884233	58006878
4553	9	74764476	74865721
4554	8	75262697	75276603
4555	20	42875975	42907941
4556	1	118413191	118462981
4557	16	19514792	19533287
4558	19	18979406	18981117
4559	10	48426570	48438711
4560	12	56137101	56143667
4561	19	18497000	18499746
4562	10	48413578	48416694
4563	12	7842474	7848325
4564	1	1	2
4565	8	97156791	97172921
4566	2	20867000	20871186
4567	5	132197281	132200226
4568	5	37815753	37835761
4569	17	57297971	57352560
4570	16	30116193	30124800
4571	11	76928322	76996183
4572	11	75146552	75188781
4573	8	95262538	95272732
4574	17	648106	655383
4575	5	154267770	154317694
4576	2	39006133	39009035
4577	19	45593373	45593769
4578	2	17941211	17963207
4579	17	42984715	42992855
4580	16	2034220	2036030
4581	1	92941586	92949045
4582	3	158362424	158409257
4583	5	74017480	74059568
4584	6	13364975	13487123
4585	16	67709058	67719619
4586	2	69553321	69614204
4587	5	179728564	179780218
4588	10	117823909	118031542
4589	8	21550790	21645672
4590	5	137588657	137610114
4591	20	3640556	3644047
4592	6	55192353	55266652
4593	22	38004868	38028719
4594	16	23478911	23521733
4595	17	73234360	73257669
4596	7	30536708	30544326
4597	2	85777057	85788552
4598	8	63927891	63951328
4599	19	38875052	38877902
4600	1	1	2
4601	17	34901574	34945842
4602	1	235498580	235506088
4603	22	25007049	25024807
4604	22	24615938	24640694
4605	17	4461310	4463817
4606	20	33433131	33460619
4607	17	61957593	61959162
4608	17	40341721	40345600
4609	10	85901257	85912105
4610	5	42424691	42719527
4611	20	35879616	35885293
4612	7	31003684	31018860
4613	3	10327559	10334598
4614	1	1	2
4615	3	172162951	172166204
4616	11	59596957	59612927
4617	7	100279342	100285862
4618	2	233599908	233721571
4619	7	150416136	150418014
4620	7	150384148	150390389
4621	7	150266990	150270149
4622	7	150437973	150440152
4623	7	150324807	150327231
4624	7	150217063	150217966
4625	7	150163787	150174869
4626	5	102423602	102444412
4627	20	25388457	25426628
4628	16	85711818	85722505
4629	16	58426506	58438634
4630	8	41387722	41399607
4631	19	14589228	14593789
4632	1	78511779	78601428
4633	19	3585596	3590189
4634	19	46172779	46185194
4635	12	110370783	110434030
4636	6	90604188	90605820
4637	13	20716120	20717428
4638	1	35259815	35260817
4639	1	147230270	147231347
4640	1	147380083	147381385
4641	1	39340223	39341771
4642	13	20763040	20763721
4643	1	35250364	35251177
4644	1	35226856	35227657
4645	1	35222932	35223754
4646	13	20796834	20797620
4647	6	87993959	87994631
4648	17	42881995	42883186
4649	1	228345460	228346780
4650	7	99521168	99527244
4651	15	35044679	35046690
4652	17	38519183	38520068
4653	10	35894496	35897555
4654	4	80327693	80329355
4655	3	141884464	141944298
4656	9	86354612	86421433
4657	2	69201768	69207956
4658	2	69172500	69179994
4659	3	33038537	33138578
4660	2	220101794	220108296
4661	11	134201956	134244953
4662	11	134146635	134188837
4663	7	8008982	8126169
4664	15	69548146	69561584
4665	15	51633882	51696952
4666	9	131267085	131303450
4667	16	74485954	74640993
4668	12	57857475	57865845
4669	2	121554897	121748252
4670	7	42003928	42262853
4671	8	144351567	144358975
4672	12	75874661	75892759
4673	12	75728509	75763957
4674	9	36136776	36162520
4675	1	53972292	54060576
4676	16	4382282	4387526
4677	9	3828272	4286426
4678	1	92712087	92763557
4679	6	38645071	38670831
4680	17	663413	685496
4681	6	39016617	39053850
4682	17	9729381	9793023
4683	5	151202234	151304111
4684	4	175564937	175749963
4685	4	157999177	158091881
4686	1	193065755	193074769
4687	10	131934685	131977657
4688	14	96001427	96010463
4689	2	191745811	191827713
4690	12	56865271	56881903
4691	19	17666523	17692254
4692	1	183907895	184006492
4693	9	138515943	138531034
4694	3	52728861	52734477
4695	12	104383186	104413427
4696	1	1262291	1263144
4697	17	4692307	4693592
4698	19	48176832	48205673
4699	19	48248817	48260263
4700	1	182353540	182357873
4701	11	58477239	58491970
4702	11	58710772	58723501
4703	11	58601902	58607086
4704	1	1	2
4705	3	52324359	52327143
4706	5	150632778	150647202
4707	2	70057025	70106137
4708	6	1624404	2245657
4709	1	29010125	29041286
4710	20	62221442	62250751
4711	19	39819117	39826617
4712	19	19740772	19754339
4713	8	143921854	143928107
4714	6	24777475	24786028
4715	2	220364698	220371521
4716	3	49759185	49761160
4717	6	16238925	16295418
4718	14	24702406	24707985
4719	7	2770815	2883796
4720	17	63010375	63052712
4721	9	80038895	80262710
4722	19	3136449	3163018
4723	7	79764477	79846810
4724	3	50273768	50295123
4725	1	110091343	110134856
4726	18	11689563	11881135
4727	16	56226148	56388966
4728	9	80336239	80646152
